brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Citroen,Unknown Model,2024,"$54,260",0 km,Gasoline,Dual-Clutch,6.5L,Silver,https://www.contactcars.com/en/new-cars/citroen/unknown-model-2024,"Brand new 2024 Citroen Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Traction Control, Adaptive Cruise Control, Electronic Stability Control, Rear Cross Traffic Alert, Automatic Emergency Braking, Wireless Smartphone Integration, Bluetooth Connectivity, Head-Up Display, Panoramic Sunroof, Wi-Fi Hotspot, Satellite Navigation, Voice Recognition, Heated Steering Wheel, Ventilated Seats, Power Seats, Power Windows, Push-Button Start, Heated Seats","Traction Control, Adaptive Cruise Control, Electronic Stability Control, Rear Cross Traffic Alert, Automatic Emergency Braking","Wireless Smartphone Integration, Bluetooth Connectivity, Head-Up Display, Panoramic Sunroof, Wi-Fi Hotspot, Satellite Navigation, Voice Recognition","Heated Steering Wheel, Ventilated Seats, Power Seats, Power Windows, Push-Button Start, Heated Seats",ContactCars Citroen Showroom,Available for Order,2-4 weeks
Mitsubishi,Unknown Model,2024,"$121,276",0 km,Plug-in Hybrid,Dual-Clutch,6.4L,Orange,https://www.contactcars.com/en/new-cars/mitsubishi/unknown-model-2024,"Brand new 2024 Mitsubishi Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Adaptive Cruise Control, Parking Sensors, Rear Cross Traffic Alert, Anti-lock Braking System, Digital Instrument Cluster, Apple CarPlay, Gesture Control, USB-C Ports, Voice Recognition, Climate Control, Keyless Entry, Ventilated Seats, Push-Button Start","Adaptive Cruise Control, Parking Sensors, Rear Cross Traffic Alert, Anti-lock Braking System","Digital Instrument Cluster, Apple CarPlay, Gesture Control, USB-C Ports, Voice Recognition","Climate Control, Keyless Entry, Ventilated Seats, Push-Button Start",ContactCars Mitsubishi Showroom,In Stock,Immediate
Chrysler,Unknown Model,2024,"$98,096",0 km,Diesel,Automatic,6.8L,White,https://www.contactcars.com/en/new-cars/chrysler/unknown-model-2024,"Brand new 2024 Chrysler Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Rear Cross Traffic Alert, Parking Sensors, Electronic Stability Control, Tire Pressure Monitoring, Android Auto, USB-C Ports, Gesture Control, Digital Instrument Cluster, Head-Up Display, Ambient Lighting, Apple CarPlay, Wi-Fi Hotspot, Premium Sound System, Rain-Sensing Wipers, Dual-Zone Climate, Heated Steering Wheel, Keyless Entry, Ventilated Seats, Power Windows, Climate Control","Rear Cross Traffic Alert, Parking Sensors, Electronic Stability Control, Tire Pressure Monitoring","Android Auto, USB-C Ports, Gesture Control, Digital Instrument Cluster, Head-Up Display, Ambient Lighting, Apple CarPlay, Wi-Fi Hotspot, Premium Sound System","Rain-Sensing Wipers, Dual-Zone Climate, Heated Steering Wheel, Keyless Entry, Ventilated Seats, Power Windows, Climate Control",ContactCars Chrysler Showroom,Available for Order,Immediate
Lincoln,Unknown Model,2024,"$119,932",0 km,Hybrid,Dual-Clutch,4.6L,Red,https://www.contactcars.com/en/new-cars/lincoln/unknown-model-2024,"Brand new 2024 Lincoln Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Parking Sensors, Forward Collision Warning, Anti-lock Braking System, Adaptive Cruise Control, Rear Cross Traffic Alert, Automatic Emergency Braking, Blind Spot Monitoring, Android Auto, Digital Instrument Cluster, Head-Up Display, Premium Sound System, Bluetooth Connectivity, Wi-Fi Hotspot, Apple CarPlay, Wireless Smartphone Integration, USB-C Ports, Ventilated Seats, Power Seats, Remote Start, Heated Steering Wheel, Heated Seats","Parking Sensors, Forward Collision Warning, Anti-lock Braking System, Adaptive Cruise Control, Rear Cross Traffic Alert, Automatic Emergency Braking, Blind Spot Monitoring","Android Auto, Digital Instrument Cluster, Head-Up Display, Premium Sound System, Bluetooth Connectivity, Wi-Fi Hotspot, Apple CarPlay, Wireless Smartphone Integration, USB-C Ports","Ventilated Seats, Power Seats, Remote Start, Heated Steering Wheel, Heated Seats",ContactCars Lincoln Showroom,In Stock,2-4 weeks
Ram,Unknown Model,2024,"$75,511",0 km,Gasoline,Automatic,1.4L,Green,https://www.contactcars.com/en/new-cars/ram/unknown-model-2024,"Brand new 2024 Ram Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Rear Cross Traffic Alert, 360-Degree Camera, Electronic Stability Control, Anti-lock Braking System, Apple CarPlay, Head-Up Display, Digital Instrument Cluster, Wireless Smartphone Integration, Wireless Charging, Voice Recognition, Wi-Fi Hotspot, Heated Steering Wheel, Power Seats, Auto-Dimming Mirrors, Keyless Entry, Ventilated Seats, Climate Control, Power Mirrors, Dual-Zone Climate","Rear Cross Traffic Alert, 360-Degree Camera, Electronic Stability Control, Anti-lock Braking System","Apple CarPlay, Head-Up Display, Digital Instrument Cluster, Wireless Smartphone Integration, Wireless Charging, Voice Recognition, Wi-Fi Hotspot","Heated Steering Wheel, Power Seats, Auto-Dimming Mirrors, Keyless Entry, Ventilated Seats, Climate Control, Power Mirrors, Dual-Zone Climate",ContactCars Ram Showroom,Available for Order,1-2 weeks
Mini,Unknown Model,2024,"$51,335",0 km,Plug-in Hybrid,Manual,5.7L,Silver,https://www.contactcars.com/en/new-cars/mini/unknown-model-2024,"Brand new 2024 Mini Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Tire Pressure Monitoring, Electronic Stability Control, Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera, Lane Departure Warning, Automatic Emergency Braking, Blind Spot Monitoring, Satellite Navigation, Head-Up Display, Android Auto, Gesture Control, Voice Recognition, Wi-Fi Hotspot, Wireless Smartphone Integration, Panoramic Sunroof, Ventilated Seats, Power Mirrors, Dual-Zone Climate, Remote Start, Rain-Sensing Wipers, Heated Steering Wheel, Climate Control","Tire Pressure Monitoring, Electronic Stability Control, Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera, Lane Departure Warning, Automatic Emergency Braking, Blind Spot Monitoring","Satellite Navigation, Head-Up Display, Android Auto, Gesture Control, Voice Recognition, Wi-Fi Hotspot, Wireless Smartphone Integration, Panoramic Sunroof","Ventilated Seats, Power Mirrors, Dual-Zone Climate, Remote Start, Rain-Sensing Wipers, Heated Steering Wheel, Climate Control",ContactCars Mini Showroom,In Stock,4-8 weeks
Peugeot,Unknown Model,2024,"$43,133",0 km,Electric,Dual-Clutch,72 kWh Battery,Black,https://www.contactcars.com/en/new-cars/peugeot/unknown-model-2024,"Brand new 2024 Peugeot Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Tire Pressure Monitoring, Electronic Stability Control, Rear Cross Traffic Alert, Forward Collision Warning, Blind Spot Monitoring, Anti-lock Braking System, 360-Degree Camera, Ambient Lighting, Satellite Navigation, Wireless Charging, Wi-Fi Hotspot, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Voice Recognition, Digital Instrument Cluster, Panoramic Sunroof, Heated Steering Wheel, Power Windows, Climate Control, Auto-Dimming Mirrors, Keyless Entry, Power Seats, Push-Button Start","Tire Pressure Monitoring, Electronic Stability Control, Rear Cross Traffic Alert, Forward Collision Warning, Blind Spot Monitoring, Anti-lock Braking System, 360-Degree Camera","Ambient Lighting, Satellite Navigation, Wireless Charging, Wi-Fi Hotspot, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Voice Recognition, Digital Instrument Cluster, Panoramic Sunroof","Heated Steering Wheel, Power Windows, Climate Control, Auto-Dimming Mirrors, Keyless Entry, Power Seats, Push-Button Start",ContactCars Peugeot Showroom,Available for Order,2-4 weeks
Lamborghini,Unknown Model,2024,"$512,632",0 km,Diesel,Dual-Clutch,4.9L,Yellow,https://www.contactcars.com/en/new-cars/lamborghini/unknown-model-2024,"Brand new 2024 Lamborghini Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","360-Degree Camera, Lane Departure Warning, Tire Pressure Monitoring, Voice Recognition, Bluetooth Connectivity, Gesture Control, Android Auto, Auto-Dimming Mirrors, Rain-Sensing Wipers, Power Seats, Memory Seats, Heated Seats, Ventilated Seats","360-Degree Camera, Lane Departure Warning, Tire Pressure Monitoring","Voice Recognition, Bluetooth Connectivity, Gesture Control, Android Auto","Auto-Dimming Mirrors, Rain-Sensing Wipers, Power Seats, Memory Seats, Heated Seats, Ventilated Seats",ContactCars Lamborghini Showroom,Coming Soon,Immediate
Scion,Unknown Model,2024,"$79,561",0 km,Diesel,Manual,4.9L,Green,https://www.contactcars.com/en/new-cars/scion/unknown-model-2024,"Brand new 2024 Scion Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Automatic Emergency Braking, Tire Pressure Monitoring, Electronic Stability Control, Anti-lock Braking System, Forward Collision Warning, Lane Departure Warning, Traction Control, Adaptive Cruise Control, Wireless Charging, Voice Recognition, Premium Sound System, Ambient Lighting, Gesture Control, Panoramic Sunroof, Wireless Smartphone Integration, Climate Control, Memory Seats, Dual-Zone Climate, Push-Button Start, Ventilated Seats, Heated Seats","Automatic Emergency Braking, Tire Pressure Monitoring, Electronic Stability Control, Anti-lock Braking System, Forward Collision Warning, Lane Departure Warning, Traction Control, Adaptive Cruise Control","Wireless Charging, Voice Recognition, Premium Sound System, Ambient Lighting, Gesture Control, Panoramic Sunroof, Wireless Smartphone Integration","Climate Control, Memory Seats, Dual-Zone Climate, Push-Button Start, Ventilated Seats, Heated Seats",ContactCars Scion Showroom,Available for Order,2-4 weeks
Ferrari,Unknown Model,2024,"$400,889",0 km,Gasoline,Dual-Clutch,5.5L,Silver,https://www.contactcars.com/en/new-cars/ferrari/unknown-model-2024,"Brand new 2024 Ferrari Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Traction Control, Blind Spot Monitoring, Forward Collision Warning, Electronic Stability Control, Adaptive Cruise Control, Automatic Emergency Braking, Bluetooth Connectivity, Android Auto, Wi-Fi Hotspot, Voice Recognition, Premium Sound System, Wireless Charging, Gesture Control, Rain-Sensing Wipers, Push-Button Start, Climate Control, Power Windows, Power Seats, Power Mirrors, Ventilated Seats, Remote Start","Traction Control, Blind Spot Monitoring, Forward Collision Warning, Electronic Stability Control, Adaptive Cruise Control, Automatic Emergency Braking","Bluetooth Connectivity, Android Auto, Wi-Fi Hotspot, Voice Recognition, Premium Sound System, Wireless Charging, Gesture Control","Rain-Sensing Wipers, Push-Button Start, Climate Control, Power Windows, Power Seats, Power Mirrors, Ventilated Seats, Remote Start",ContactCars Ferrari Showroom,Coming Soon,1-2 weeks
Cadillac,Unknown Model,2024,"$98,084",0 km,Hybrid,Semi-Automatic,5.0L,Red,https://www.contactcars.com/en/new-cars/cadillac/unknown-model-2024,"Brand new 2024 Cadillac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Forward Collision Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Electronic Stability Control, Blind Spot Monitoring, Parking Sensors, Traction Control, Digital Instrument Cluster, USB-C Ports, Satellite Navigation, Apple CarPlay, Android Auto, Wireless Charging, Voice Recognition, Wireless Smartphone Integration, Gesture Control, Heated Steering Wheel, Keyless Entry, Rain-Sensing Wipers, Climate Control, Dual-Zone Climate, Remote Start, Push-Button Start, Power Seats","Forward Collision Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Electronic Stability Control, Blind Spot Monitoring, Parking Sensors, Traction Control","Digital Instrument Cluster, USB-C Ports, Satellite Navigation, Apple CarPlay, Android Auto, Wireless Charging, Voice Recognition, Wireless Smartphone Integration, Gesture Control","Heated Steering Wheel, Keyless Entry, Rain-Sensing Wipers, Climate Control, Dual-Zone Climate, Remote Start, Push-Button Start, Power Seats",ContactCars Cadillac Showroom,In Stock,4-8 weeks
Citroen,Unknown Model,2024,"$87,719",0 km,Electric,CVT,79 kWh Battery,Yellow,https://www.contactcars.com/en/new-cars/citroen/unknown-model-2024,"Brand new 2024 Citroen Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Rear Cross Traffic Alert, 360-Degree Camera, Electronic Stability Control, Automatic Emergency Braking, Anti-lock Braking System, Gesture Control, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Head-Up Display, Ambient Lighting, Voice Recognition, Satellite Navigation, Bluetooth Connectivity, Memory Seats, Power Seats, Auto-Dimming Mirrors, Rain-Sensing Wipers","Rear Cross Traffic Alert, 360-Degree Camera, Electronic Stability Control, Automatic Emergency Braking, Anti-lock Braking System","Gesture Control, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Head-Up Display, Ambient Lighting, Voice Recognition, Satellite Navigation, Bluetooth Connectivity","Memory Seats, Power Seats, Auto-Dimming Mirrors, Rain-Sensing Wipers",ContactCars Citroen Showroom,Coming Soon,4-8 weeks
Tesla,Model Y,2024,"$95,928",0 km,Electric,Manual,56 kWh Battery,Red,https://www.contactcars.com/en/new-cars/tesla/model-y-2024,"Brand new 2024 Tesla Model Y. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Parking Sensors, Automatic Emergency Braking, Anti-lock Braking System, Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera, Satellite Navigation, Wireless Smartphone Integration, Bluetooth Connectivity, Wi-Fi Hotspot, Panoramic Sunroof, Apple CarPlay, Ambient Lighting, Remote Start, Power Windows, Push-Button Start, Ventilated Seats","Parking Sensors, Automatic Emergency Braking, Anti-lock Braking System, Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera","Satellite Navigation, Wireless Smartphone Integration, Bluetooth Connectivity, Wi-Fi Hotspot, Panoramic Sunroof, Apple CarPlay, Ambient Lighting","Remote Start, Power Windows, Push-Button Start, Ventilated Seats",ContactCars Tesla Showroom,Coming Soon,2-4 weeks
Kia,EV9,2024,"$58,459",0 km,Hybrid,CVT,4.7L,Red,https://www.contactcars.com/en/new-cars/kia/ev9-2024,"Brand new 2024 Kia EV9. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Tire Pressure Monitoring, Forward Collision Warning, Rear Cross Traffic Alert, Electronic Stability Control, 360-Degree Camera, Voice Recognition, USB-C Ports, Wireless Smartphone Integration, Head-Up Display, Premium Sound System, Panoramic Sunroof, Wireless Charging, Dual-Zone Climate, Rain-Sensing Wipers, Heated Seats, Auto-Dimming Mirrors, Ventilated Seats, Climate Control, Push-Button Start","Tire Pressure Monitoring, Forward Collision Warning, Rear Cross Traffic Alert, Electronic Stability Control, 360-Degree Camera","Voice Recognition, USB-C Ports, Wireless Smartphone Integration, Head-Up Display, Premium Sound System, Panoramic Sunroof, Wireless Charging","Dual-Zone Climate, Rain-Sensing Wipers, Heated Seats, Auto-Dimming Mirrors, Ventilated Seats, Climate Control, Push-Button Start",ContactCars Kia Showroom,Available for Order,4-8 weeks
Jeep,Unknown Model,2024,"$24,088",0 km,Diesel,Dual-Clutch,4.6L,Purple,https://www.contactcars.com/en/new-cars/jeep/unknown-model-2024,"Brand new 2024 Jeep Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","360-Degree Camera, Blind Spot Monitoring, Automatic Emergency Braking, Lane Departure Warning, Traction Control, Parking Sensors, USB-C Ports, Premium Sound System, Gesture Control, Wireless Smartphone Integration, Ambient Lighting, Push-Button Start, Power Seats, Ventilated Seats, Remote Start","360-Degree Camera, Blind Spot Monitoring, Automatic Emergency Braking, Lane Departure Warning, Traction Control, Parking Sensors","USB-C Ports, Premium Sound System, Gesture Control, Wireless Smartphone Integration, Ambient Lighting","Push-Button Start, Power Seats, Ventilated Seats, Remote Start",ContactCars Jeep Showroom,Available for Order,Immediate
Ferrari,Unknown Model,2024,"$321,190",0 km,Diesel,Automatic,3.0L,Orange,https://www.contactcars.com/en/new-cars/ferrari/unknown-model-2024,"Brand new 2024 Ferrari Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Electronic Stability Control, 360-Degree Camera, Forward Collision Warning, Rear Cross Traffic Alert, Apple CarPlay, Android Auto, USB-C Ports, Head-Up Display, Satellite Navigation, Ambient Lighting, Wireless Smartphone Integration, Heated Seats, Remote Start, Push-Button Start","Electronic Stability Control, 360-Degree Camera, Forward Collision Warning, Rear Cross Traffic Alert","Apple CarPlay, Android Auto, USB-C Ports, Head-Up Display, Satellite Navigation, Ambient Lighting, Wireless Smartphone Integration","Heated Seats, Remote Start, Push-Button Start",ContactCars Ferrari Showroom,In Stock,1-2 weeks
