brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description
Smart,Unknown Model,2013,"$-3,239","11,597 km",Electric,Manual,3.3L,Yellow,https://www.contactcars.com/en/used-cars/smart/unknown-model-2013,Excellent condition 2013 Smart Unknown Model. Well maintained with full service history.
Alfa Romeo,Giulia,2021,"$44,714","109,938 km",Plug-in Hybrid,Semi-Automatic,5.4L,Green,https://www.contactcars.com/en/used-cars/alfa-romeo/giulia-2021,Excellent condition 2021 Alfa Romeo Giulia. Well maintained with full service history.
Volkswagen,Golf,2023,"$36,196","39,683 km",Electric,CVT,1.8L,Red,https://www.contactcars.com/en/used-cars/volkswagen/golf-2023,Excellent condition 2023 Volkswagen Golf. Well maintained with full service history.
Mini,Unknown Model,2012,"$-14,577","98,774 km",Gasoline,CVT,3.1L,Black,https://www.contactcars.com/en/used-cars/mini/unknown-model-2012,Excellent condition 2012 Mini Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2024,"$30,448","95,864 km",Plug-in Hybrid,CVT,3.6L,Blue,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2024,Excellent condition 2024 Cadillac Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2022,"$48,231","84,136 km",Gasoline,Automatic,3.2L,Green,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2022,Excellent condition 2022 Cadillac Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2017,"$7,707","118,072 km",Hybrid,Semi-Automatic,2.3L,Blue,https://www.contactcars.com/en/used-cars/opel/unknown-model-2017,Excellent condition 2017 Opel Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2021,"$49,123","23,167 km",Hybrid,CVT,3.6L,Gray,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2021,Excellent condition 2021 Infiniti Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2013,"$-2,423","112,663 km",Electric,Automatic,3.9L,Blue,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2013,Excellent condition 2013 Lexus Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2020,"$16,173","16,800 km",Plug-in Hybrid,CVT,2.0L,White,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2020,Excellent condition 2020 Lotus Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2022,"$55,111","36,977 km",Electric,Automatic,4.4L,White,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2022,Excellent condition 2022 Land Rover Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2020,"$19,546","148,435 km",Plug-in Hybrid,Manual,2.6L,Black,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2020,Excellent condition 2020 Cadillac Unknown Model. Well maintained with full service history.
Ford,Fiesta,2021,"$10,979","146,030 km",Electric,CVT,4.3L,Silver,https://www.contactcars.com/en/used-cars/ford/fiesta-2021,Excellent condition 2021 Ford Fiesta. Well maintained with full service history.
Saturn,Unknown Model,2019,"$27,934","42,544 km",Diesel,Semi-Automatic,1.1L,Black,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2019,Excellent condition 2019 Saturn Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2017,"$15,500","90,836 km",Plug-in Hybrid,CVT,6.0L,Orange,https://www.contactcars.com/en/used-cars/scion/unknown-model-2017,Excellent condition 2017 Scion Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2012,"$-91,734","100,710 km",Hybrid,Automatic,2.4L,Green,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2012,Excellent condition 2012 Bentley Unknown Model. Well maintained with full service history.
Mercedes-Benz,E-Class,2012,"$-15,448","53,244 km",Hybrid,Automatic,4.6L,Black,https://www.contactcars.com/en/used-cars/mercedes-benz/e-class-2012,Excellent condition 2012 Mercedes-Benz E-Class. Well maintained with full service history.
Mercedes-Benz,GLE,2010,"$-42,134","148,900 km",Plug-in Hybrid,CVT,6.7L,White,https://www.contactcars.com/en/used-cars/mercedes-benz/gle-2010,Excellent condition 2010 Mercedes-Benz GLE. Well maintained with full service history.
Jeep,Unknown Model,2013,"$-7,794","52,104 km",Electric,Automatic,4.5L,Red,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2013,Excellent condition 2013 Jeep Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2021,"$20,516","2,870 km",Electric,Manual,4.4L,Green,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2021,Excellent condition 2021 Land Rover Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2017,"$7,499","147,289 km",Plug-in Hybrid,Manual,5.1L,Yellow,https://www.contactcars.com/en/used-cars/scion/unknown-model-2017,Excellent condition 2017 Scion Unknown Model. Well maintained with full service history.
Tesla,Unknown Model,2020,"$42,637","98,678 km",Diesel,CVT,6.1L,White,https://www.contactcars.com/en/used-cars/tesla/unknown-model-2020,Excellent condition 2020 Tesla Unknown Model. Well maintained with full service history.
Mini,Unknown Model,2019,"$13,282","69,277 km",Electric,CVT,2.9L,Orange,https://www.contactcars.com/en/used-cars/mini/unknown-model-2019,Excellent condition 2019 Mini Unknown Model. Well maintained with full service history.
Mercedes-Benz,GLA,2023,"$48,869","108,534 km",Gasoline,Automatic,6.8L,Red,https://www.contactcars.com/en/used-cars/mercedes-benz/gla-2023,Excellent condition 2023 Mercedes-Benz GLA. Well maintained with full service history.
Acura,Unknown Model,2024,"$25,911","71,234 km",Gasoline,CVT,3.9L,White,https://www.contactcars.com/en/used-cars/acura/unknown-model-2024,Excellent condition 2024 Acura Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2015,"$6,761","84,578 km",Hybrid,Semi-Automatic,3.4L,Yellow,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2015,Excellent condition 2015 Hyundai Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2018,"$22,103","75,920 km",Gasoline,Semi-Automatic,2.9L,Gray,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2018,Excellent condition 2018 Land Rover Unknown Model. Well maintained with full service history.
Lamborghini,Unknown Model,2018,"$94,855","8,085 km",Electric,Automatic,5.6L,Green,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2018,Excellent condition 2018 Lamborghini Unknown Model. Well maintained with full service history.
Ferrari,Unknown Model,2023,"$213,981","77,182 km",Hybrid,CVT,2.9L,White,https://www.contactcars.com/en/used-cars/ferrari/unknown-model-2023,Excellent condition 2023 Ferrari Unknown Model. Well maintained with full service history.
Peugeot,Unknown Model,2014,$0,"87,984 km",Electric,CVT,6.7L,White,https://www.contactcars.com/en/used-cars/peugeot/unknown-model-2014,Excellent condition 2014 Peugeot Unknown Model. Well maintained with full service history.
BMW,1 Series,2021,"$47,125","113,661 km",Hybrid,CVT,2.7L,Gray,https://www.contactcars.com/en/used-cars/bmw/1-series-2021,Excellent condition 2021 BMW 1 Series. Well maintained with full service history.
Pontiac,Unknown Model,2024,"$23,824","78,186 km",Electric,CVT,4.6L,Blue,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2024,Excellent condition 2024 Pontiac Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2011,"$-23,429","50,874 km",Electric,Manual,1.1L,Blue,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2011,Excellent condition 2011 Subaru Unknown Model. Well maintained with full service history.
Saab,Unknown Model,2019,"$25,597","43,968 km",Gasoline,Automatic,5.2L,Yellow,https://www.contactcars.com/en/used-cars/saab/unknown-model-2019,Excellent condition 2019 Saab Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2013,"$-6,091","89,793 km",Plug-in Hybrid,CVT,4.0L,Green,https://www.contactcars.com/en/used-cars/kia/unknown-model-2013,Excellent condition 2013 Kia Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2011,"$-15,134","105,078 km",Electric,Semi-Automatic,5.7L,Green,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2011,Excellent condition 2011 Cadillac Unknown Model. Well maintained with full service history.
Audi,S4,2015,"$8,180","19,164 km",Plug-in Hybrid,Semi-Automatic,1.3L,Blue,https://www.contactcars.com/en/used-cars/audi/s4-2015,Excellent condition 2015 Audi S4. Well maintained with full service history.
Jeep,Unknown Model,2012,"$-14,736","67,821 km",Diesel,Automatic,4.3L,Yellow,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2012,Excellent condition 2012 Jeep Unknown Model. Well maintained with full service history.
Mercedes-Benz,C-Class,2013,"$-11,741","65,829 km",Diesel,Automatic,3.9L,White,https://www.contactcars.com/en/used-cars/mercedes-benz/c-class-2013,Excellent condition 2013 Mercedes-Benz C-Class. Well maintained with full service history.
Rolls-Royce,Unknown Model,2019,"$120,999","84,025 km",Diesel,Manual,6.3L,Blue,https://www.contactcars.com/en/used-cars/rolls-royce/unknown-model-2019,Excellent condition 2019 Rolls-Royce Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2015,"$7,909","142,681 km",Diesel,Automatic,4.2L,White,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2015,Excellent condition 2015 Skoda Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2024,"$45,937","119,557 km",Gasoline,CVT,4.2L,Green,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2024,Excellent condition 2024 Porsche Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2015,"$2,188","87,581 km",Diesel,Automatic,1.4L,Blue,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2015,Excellent condition 2015 Infiniti Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2020,"$40,290","107,168 km",Hybrid,CVT,1.2L,Gray,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2020,Excellent condition 2020 Subaru Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2023,"$59,026","140,305 km",Diesel,CVT,2.3L,White,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2023,Excellent condition 2023 Suzuki Unknown Model. Well maintained with full service history.
Audi,Q7,2024,"$98,490","56,426 km",Diesel,Automatic,1.7L,Orange,https://www.contactcars.com/en/used-cars/audi/q7-2024,Excellent condition 2024 Audi Q7. Well maintained with full service history.
Fiat,Unknown Model,2020,"$9,021","131,895 km",Plug-in Hybrid,Semi-Automatic,3.2L,White,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2020,Excellent condition 2020 Fiat Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2024,"$494,918","113,089 km",Diesel,CVT,4.9L,Gray,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2024,Excellent condition 2024 Bentley Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2012,"$-3,606","92,561 km",Plug-in Hybrid,Automatic,4.1L,Black,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2012,Excellent condition 2012 McLaren Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2020,"$55,994","126,821 km",Diesel,Automatic,5.5L,Red,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2020,Excellent condition 2020 Porsche Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2010,"$-10,698","1,332 km",Electric,Manual,4.5L,Silver,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2010,Excellent condition 2010 Maybach Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2015,"$3,049","3,784 km",Plug-in Hybrid,CVT,2.0L,Green,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2015,Excellent condition 2015 Subaru Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2016,"$12,151","26,308 km",Gasoline,Semi-Automatic,2.1L,Yellow,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2016,Excellent condition 2016 Fiat Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2019,"$12,660","116,339 km",Plug-in Hybrid,Manual,1.2L,White,https://www.contactcars.com/en/used-cars/renault/unknown-model-2019,Excellent condition 2019 Renault Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2016,"$10,710","122,618 km",Plug-in Hybrid,Automatic,4.9L,Orange,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2016,Excellent condition 2016 Skoda Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2012,"$-4,449","34,545 km",Gasoline,CVT,3.6L,Yellow,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2012,Excellent condition 2012 Fiat Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2015,"$5,795","124,250 km",Hybrid,Manual,4.9L,White,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2015,Excellent condition 2015 McLaren Unknown Model. Well maintained with full service history.
Volkswagen,Passat,2013,"$-5,657","87,391 km",Electric,Automatic,5.3L,Gray,https://www.contactcars.com/en/used-cars/volkswagen/passat-2013,Excellent condition 2013 Volkswagen Passat. Well maintained with full service history.
Toyota,Prius,2020,"$34,521","57,859 km",Gasoline,Semi-Automatic,2.1L,Black,https://www.contactcars.com/en/used-cars/toyota/prius-2020,Excellent condition 2020 Toyota Prius. Well maintained with full service history.
Jeep,Unknown Model,2022,"$46,424","92,876 km",Electric,Semi-Automatic,4.3L,Blue,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2022,Excellent condition 2022 Jeep Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2020,"$37,102","105,708 km",Electric,Semi-Automatic,4.5L,Gray,https://www.contactcars.com/en/used-cars/seat/unknown-model-2020,Excellent condition 2020 Seat Unknown Model. Well maintained with full service history.
Rolls-Royce,Unknown Model,2012,"$-33,501","85,221 km",Hybrid,Automatic,3.8L,White,https://www.contactcars.com/en/used-cars/rolls-royce/unknown-model-2012,Excellent condition 2012 Rolls-Royce Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2016,"$8,505","112,967 km",Hybrid,Manual,5.4L,Gray,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2016,Excellent condition 2016 Jeep Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2015,"$4,140","145,941 km",Gasoline,CVT,4.0L,Green,https://www.contactcars.com/en/used-cars/kia/unknown-model-2015,Excellent condition 2015 Kia Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2013,"$-4,375","15,788 km",Gasoline,Semi-Automatic,3.0L,Yellow,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2013,Excellent condition 2013 Hyundai Unknown Model. Well maintained with full service history.
Saab,Unknown Model,2012,"$-5,019","131,459 km",Gasoline,Automatic,5.2L,Blue,https://www.contactcars.com/en/used-cars/saab/unknown-model-2012,Excellent condition 2012 Saab Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2023,"$47,318","108,779 km",Diesel,Manual,2.2L,Blue,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2023,Excellent condition 2023 Nissan Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2022,"$55,959","136,768 km",Hybrid,Semi-Automatic,5.6L,White,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2022,Excellent condition 2022 Cadillac Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2012,"$-15,219","25,543 km",Plug-in Hybrid,Semi-Automatic,6.3L,Black,https://www.contactcars.com/en/used-cars/acura/unknown-model-2012,Excellent condition 2012 Acura Unknown Model. Well maintained with full service history.
